"id","tableId","customerName","customerPhone","customerEmail","partySize","startTime","endTime","durationMinutes","status","priority","source","createdAt","updatedAt"
"res-1761421861431-13","table-2","David Jiménez Reyes","+54-11-6767-8989","davidjiménezreyes@yahoo.com","6","2025-10-21T16:30:00.000-03:00","2025-10-21T20:02:00.000-03:00","212","CANCELLED","LARGE_GROUP","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861431-14","table-2","Elena Moreno Ramos","+54-11-1234-5678","elenamorenoramos@gmail.com","5","2025-10-22T13:30:00.000-03:00","2025-10-22T14:54:00.000-03:00","84","NO_SHOW","LARGE_GROUP","app","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861431-15","table-28","Carmen Pérez Romero","+54-11-3456-7890","carmenpérezromero@hotmail.com","3","2025-10-24T15:30:00.000-03:00","2025-10-24T19:01:00.000-03:00","211","CANCELLED","VIP","app","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861431-16","table-29","Lucía Morales Moreno","+54-11-7890-1234","lucíamoralesmoreno@gmail.com","5","2025-10-24T18:00:00.000-03:00","2025-10-24T19:34:00.000-03:00","94","NO_SHOW","STANDARD","phone","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861431-18","table-17","Hugo Aguilar Espinoza","+54-11-8901-2345","hugoaguilarespinoza@yahoo.com","5","2025-10-19T10:00:00.000-03:00","2025-10-19T11:22:00.000-03:00","82","CONFIRMED","VIP","walkin","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861431-19","table-4","Andrea Mendoza Martín","+54-11-5678-9012","andreamendozamartín@yahoo.com","6","2025-10-23T12:00:00.000-03:00","2025-10-23T13:50:00.000-03:00","110","FINISHED","LARGE_GROUP","walkin","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861431-20","table-18","Patricia Navarro González","+54-11-5656-7878","patricianavarrogonzález@live.com","3","2025-10-23T11:30:00.000-03:00","2025-10-23T14:28:00.000-03:00","178","PENDING","VIP","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861432-21","table-26","David Jiménez Jiménez","+54-11-2345-6789","davidjiménezjiménez@gmail.com","5","2025-10-20T19:00:00.000-03:00","2025-10-20T20:11:00.000-03:00","71","NO_SHOW","STANDARD","walkin","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861432-22","table-14","Sandra Vega González","+54-11-1111-2222","sandravegagonzález@gmail.com","6","2025-10-22T18:30:00.000-03:00","2025-10-22T20:39:00.000-03:00","129","PENDING","STANDARD","web","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861432-23","table-23","Patricia Navarro Sánchez","+54-11-1212-3434","patricianavarrosánchez@gmail.com","6","2025-10-24T18:30:00.000-03:00","2025-10-24T20:23:00.000-03:00","113","CONFIRMED","STANDARD","walkin","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861432-24","table-10","Alejandro Castro López","+54-11-9012-3456","alejandrocastrolópez@yahoo.com","2","2025-10-22T20:00:00.000-03:00","2025-10-22T21:59:00.000-03:00","119","SEATED","VIP","web","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861432-25","table-11","Elena Moreno Ortega","+54-11-3456-7890","elenamorenoortega@live.com","3","2025-10-21T17:00:00.000-03:00","2025-10-21T19:35:00.000-03:00","155","FINISHED","VIP","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861432-26","table-24","María Rodríguez Moreno","+54-11-1313-4545","maríarodríguezmoreno@live.com","5","2025-10-21T19:00:00.000-03:00","2025-10-21T20:36:00.000-03:00","96","CONFIRMED","VIP","phone","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861432-27","table-25","David Jiménez García","+54-11-7890-1234","davidjiménezgarcía@gmail.com","3","2025-10-23T19:30:00.000-03:00","2025-10-23T20:31:00.000-03:00","61","FINISHED","VIP","walkin","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861432-28","table-4","Valeria Silva Romero","+54-11-7890-1234","valeriasilvaromero@yahoo.com","6","2025-10-21T11:30:00.000-03:00","2025-10-21T12:48:00.000-03:00","78","NO_SHOW","VIP","walkin","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861432-29","table-23","Mónica Flores Cabrera","+54-11-8901-2345","mónicaflorescabrera@yahoo.com","6","2025-10-24T12:00:00.000-03:00","2025-10-24T13:53:00.000-03:00","113","CONFIRMED","LARGE_GROUP","app","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861432-30","table-13","Carmen Pérez Martín","+54-11-6767-8989","carmenpérezmartín@hotmail.com","6","2025-10-20T12:30:00.000-03:00","2025-10-20T15:53:00.000-03:00","203","SEATED","STANDARD","app","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861432-31","table-29","Natalia Ortega Espinoza","+54-11-2345-6789","nataliaortegaespinoza@outlook.com","6","2025-10-20T14:30:00.000-03:00","2025-10-20T18:27:00.000-03:00","237","FINISHED","STANDARD","app","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861432-32","table-11","José Martínez Herrera","+54-11-1212-3434","josémartínezherrera@outlook.com","3","2025-10-23T19:00:00.000-03:00","2025-10-23T22:10:00.000-03:00","190","FINISHED","VIP","walkin","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861432-33","table-11","Natalia Ortega Moreno","+54-11-9090-1212","nataliaortegamoreno@hotmail.com","5","2025-10-23T11:00:00.000-03:00","2025-10-23T12:27:00.000-03:00","87","NO_SHOW","LARGE_GROUP","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861432-34","table-24","Sebastián Vega Vega","+54-11-1111-2222","sebastiánvegavega@hotmail.com","8","2025-10-23T22:00:00.000-03:00","2025-10-24T01:09:00.000-03:00","189","CONFIRMED","VIP","app","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861432-36","table-5","Patricia Navarro Delgado","+54-11-6767-8989","patricianavarrodelgado@hotmail.com","4","2025-10-22T22:00:00.000-03:00","2025-10-23T01:40:00.000-03:00","220","CONFIRMED","STANDARD","phone","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861432-37","table-4","Laura Sánchez Campos","+54-11-4567-8901","laurasánchezcampos@hotmail.com","5","2025-10-19T15:00:00.000-03:00","2025-10-19T17:29:00.000-03:00","149","FINISHED","VIP","walkin","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861432-38","table-20","Hugo Aguilar García","+54-11-4567-8901","hugoaguilargarcía@live.com","7","2025-10-22T15:30:00.000-03:00","2025-10-22T17:18:00.000-03:00","108","CONFIRMED","STANDARD","web","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861432-39","table-22","Laura Sánchez Sánchez","+54-11-4567-8901","laurasánchezsánchez@outlook.com","5","2025-10-22T10:00:00.000-03:00","2025-10-22T11:45:00.000-03:00","105","PENDING","LARGE_GROUP","app","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861432-40","table-21","Daniel Campos Peña","+54-11-2345-6789","danielcampospeña@live.com","4","2025-10-18T13:00:00.000-03:00","2025-10-18T16:55:00.000-03:00","235","SEATED","STANDARD","walkin","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861432-43","table-17","Sergio Peña Moreno","+54-11-0123-4567","sergiopeñamoreno@yahoo.com","7","2025-10-20T21:00:00.000-03:00","2025-10-21T00:14:00.000-03:00","194","CANCELLED","VIP","phone","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861432-44","table-9","Lucía Morales López","+54-11-9999-0000","lucíamoraleslópez@gmail.com","2","2025-10-22T15:30:00.000-03:00","2025-10-22T18:42:00.000-03:00","192","CANCELLED","LARGE_GROUP","walkin","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861433-45","table-11","Gabriel Rojas Torres","+54-11-8901-2345","gabrielrojastorres@hotmail.com","4","2025-10-20T13:30:00.000-03:00","2025-10-20T16:46:00.000-03:00","196","NO_SHOW","LARGE_GROUP","web","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861433-47","table-22","Carmen Pérez Jiménez","+54-11-9999-0000","carmenpérezjiménez@live.com","6","2025-10-24T21:30:00.000-03:00","2025-10-25T00:01:00.000-03:00","151","CONFIRMED","LARGE_GROUP","phone","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861433-48","table-12","Camila Espinoza Martínez","+54-11-3456-7890","camilaespinozamartínez@hotmail.com","5","2025-10-24T12:30:00.000-03:00","2025-10-24T13:38:00.000-03:00","68","SEATED","VIP","web","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861433-49","table-9","Isabel Díaz Martínez","+54-11-1212-3434","isabeldíazmartínez@gmail.com","3","2025-10-21T21:00:00.000-03:00","2025-10-21T22:25:00.000-03:00","85","NO_SHOW","LARGE_GROUP","walkin","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861433-51","table-22","Sandra Vega Jiménez","+54-11-1212-3434","sandravegajiménez@outlook.com","7","2025-10-20T16:30:00.000-03:00","2025-10-20T17:54:00.000-03:00","84","CONFIRMED","LARGE_GROUP","phone","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861433-52","table-16","Roberto Herrera Navarro","+54-11-6789-0123","robertoherreranavarro@live.com","4","2025-10-23T13:30:00.000-03:00","2025-10-23T16:55:00.000-03:00","205","SEATED","VIP","walkin","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861433-53","table-3","Antonio Ruiz Herrera","+54-11-4567-8901","antonioruizherrera@gmail.com","4","2025-10-24T12:00:00.000-03:00","2025-10-24T14:21:00.000-03:00","141","CANCELLED","LARGE_GROUP","walkin","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861433-55","table-29","José Martínez Rojas","+54-11-7777-8888","josémartínezrojas@outlook.com","6","2025-10-23T15:00:00.000-03:00","2025-10-23T18:51:00.000-03:00","231","FINISHED","STANDARD","app","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861433-56","table-7","Elena Moreno Espinoza","+54-11-5555-6666","elenamorenoespinoza@hotmail.com","5","2025-10-23T22:00:00.000-03:00","2025-10-24T00:42:00.000-03:00","162","PENDING","LARGE_GROUP","phone","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861433-57","table-9","José Martínez Romero","+54-11-4567-8901","josémartínezromero@outlook.com","3","2025-10-18T10:00:00.000-03:00","2025-10-18T11:50:00.000-03:00","110","CONFIRMED","VIP","app","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861433-58","table-15","Carmen Pérez Romero","+54-11-9012-3456","carmenpérezromero@outlook.com","7","2025-10-23T14:00:00.000-03:00","2025-10-23T15:30:00.000-03:00","90","CANCELLED","STANDARD","phone","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861433-59","table-26","Adrián Cabrera Fuentes","+54-11-6767-8989","adriáncabrerafuentes@yahoo.com","3","2025-10-18T11:30:00.000-03:00","2025-10-18T13:53:00.000-03:00","143","CONFIRMED","VIP","phone","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861433-60","table-16","Miguel González Moreno","+54-11-9012-3456","miguelgonzálezmoreno@live.com","5","2025-10-24T15:30:00.000-03:00","2025-10-24T17:58:00.000-03:00","148","SEATED","VIP","web","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861433-61","table-20","José Martínez Rojas","+54-11-9090-1212","josémartínezrojas@live.com","6","2025-10-18T12:30:00.000-03:00","2025-10-18T16:27:00.000-03:00","237","CANCELLED","LARGE_GROUP","web","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861433-62","table-27","Sebastián Vega Medina","+54-11-3456-7890","sebastiánvegamedina@hotmail.com","4","2025-10-22T16:00:00.000-03:00","2025-10-22T19:10:00.000-03:00","190","CANCELLED","LARGE_GROUP","phone","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861433-63","table-29","Carmen Pérez Aguilar","+54-11-7777-8888","carmenpérezaguilar@gmail.com","6","2025-10-19T20:30:00.000-03:00","2025-10-19T22:36:00.000-03:00","126","SEATED","VIP","phone","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861433-65","table-24","Lucía Morales Castro","+54-11-1234-5678","lucíamoralescastro@hotmail.com","6","2025-10-21T10:30:00.000-03:00","2025-10-21T13:00:00.000-03:00","150","CANCELLED","VIP","walkin","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861433-66","table-14","Rubén Herrera Herrera","+54-11-7777-8888","rubénherreraherrera@live.com","5","2025-10-21T22:00:00.000-03:00","2025-10-22T01:09:00.000-03:00","189","PENDING","LARGE_GROUP","phone","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861433-67","table-30","Gabriel Rojas Rodríguez","+54-11-9090-1212","gabrielrojasrodríguez@outlook.com","2","2025-10-22T13:30:00.000-03:00","2025-10-22T15:03:00.000-03:00","93","FINISHED","STANDARD","web","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861433-68","table-23","Alejandro Castro González","+54-11-9090-1212","alejandrocastrogonzález@gmail.com","6","2025-10-22T17:30:00.000-03:00","2025-10-22T19:55:00.000-03:00","145","NO_SHOW","VIP","phone","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861433-69","table-5","Laura Sánchez Romero","+54-11-5678-9012","laurasánchezromero@hotmail.com","2","2025-10-22T13:30:00.000-03:00","2025-10-22T15:03:00.000-03:00","93","NO_SHOW","STANDARD","walkin","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861434-70","table-3","Nicolás Fuentes Reyes","+54-11-0123-4567","nicolásfuentesreyes@yahoo.com","2","2025-10-18T13:00:00.000-03:00","2025-10-18T16:48:00.000-03:00","228","CONFIRMED","LARGE_GROUP","phone","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861434-71","table-2","José Martínez Herrera","+54-11-5656-7878","josémartínezherrera@yahoo.com","4","2025-10-23T16:00:00.000-03:00","2025-10-23T17:38:00.000-03:00","98","PENDING","VIP","walkin","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861434-72","table-6","José Martínez Jiménez","+54-11-1234-5678","josémartínezjiménez@gmail.com","3","2025-10-21T21:30:00.000-03:00","2025-10-22T00:04:00.000-03:00","154","CONFIRMED","STANDARD","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861434-74","table-9","Natalia Ortega Jiménez","+54-11-2345-6789","nataliaortegajiménez@yahoo.com","2","2025-10-21T12:30:00.000-03:00","2025-10-21T14:50:00.000-03:00","140","FINISHED","VIP","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861434-76","table-15","Sebastián Vega Cabrera","+54-11-7890-1234","sebastiánvegacabrera@outlook.com","6","2025-10-24T22:00:00.000-03:00","2025-10-25T00:31:00.000-03:00","151","NO_SHOW","LARGE_GROUP","app","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861434-77","table-24","Cristina Romero Delgado","+54-11-1212-3434","cristinaromerodelgado@hotmail.com","6","2025-10-19T12:30:00.000-03:00","2025-10-19T14:29:00.000-03:00","119","CANCELLED","VIP","walkin","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861434-78","table-25","Sofia Reyes Flores","+54-11-3333-4444","sofiareyesflores@yahoo.com","4","2025-10-22T13:30:00.000-03:00","2025-10-22T16:37:00.000-03:00","187","SEATED","VIP","web","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861434-79","table-5","Gabriel Rojas Rodríguez","+54-11-1234-5678","gabrielrojasrodríguez@outlook.com","3","2025-10-21T11:30:00.000-03:00","2025-10-21T15:11:00.000-03:00","221","FINISHED","VIP","walkin","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861434-80","table-17","Daniel Campos Vargas","+54-11-0123-4567","danielcamposvargas@hotmail.com","6","2025-10-22T10:30:00.000-03:00","2025-10-22T12:43:00.000-03:00","133","CONFIRMED","STANDARD","web","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861434-82","table-23","Beatriz Guerrero González","+54-11-5555-6666","beatrizguerrerogonzález@gmail.com","6","2025-10-22T10:30:00.000-03:00","2025-10-22T12:30:00.000-03:00","120","FINISHED","STANDARD","web","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861434-83","table-16","Isabel Díaz Ruiz","+54-11-9999-0000","isabeldíazruiz@gmail.com","5","2025-10-20T14:00:00.000-03:00","2025-10-20T15:22:00.000-03:00","82","CANCELLED","LARGE_GROUP","web","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861434-84","table-21","Sandra Vega Vega","+54-11-0123-4567","sandravegavega@hotmail.com","6","2025-10-21T16:00:00.000-03:00","2025-10-21T18:57:00.000-03:00","177","SEATED","LARGE_GROUP","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861434-85","table-8","Sandra Vega Delgado","+54-11-6767-8989","sandravegadelgado@gmail.com","7","2025-10-21T16:00:00.000-03:00","2025-10-21T19:56:00.000-03:00","236","SEATED","LARGE_GROUP","phone","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861434-86","table-10","Francisco Martín Vega","+54-11-9090-1212","franciscomartínvega@hotmail.com","2","2025-10-19T20:00:00.000-03:00","2025-10-19T21:52:00.000-03:00","112","SEATED","VIP","app","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861434-87","table-22","Carmen Pérez Cabrera","+54-11-9999-0000","carmenpérezcabrera@gmail.com","5","2025-10-21T17:00:00.000-03:00","2025-10-21T19:38:00.000-03:00","158","PENDING","LARGE_GROUP","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861434-88","table-19","Raquel Vargas Espinoza","+54-11-1234-5678","raquelvargasespinoza@gmail.com","3","2025-10-19T22:30:00.000-03:00","2025-10-20T00:53:00.000-03:00","143","CANCELLED","LARGE_GROUP","phone","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861434-89","table-9","Beatriz Guerrero Molina","+54-11-3456-7890","beatrizguerreromolina@hotmail.com","3","2025-10-23T10:00:00.000-03:00","2025-10-23T13:29:00.000-03:00","209","FINISHED","STANDARD","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861435-91","table-4","Teresa Molina Herrera","+54-11-9090-1212","teresamolinaherrera@yahoo.com","5","2025-10-22T18:30:00.000-03:00","2025-10-22T20:35:00.000-03:00","125","FINISHED","LARGE_GROUP","walkin","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861435-92","table-29","Valeria Silva Herrera","+54-11-9090-1212","valeriasilvaherrera@outlook.com","7","2025-10-19T18:00:00.000-03:00","2025-10-19T20:09:00.000-03:00","129","SEATED","VIP","web","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861435-93","table-6","Isabel Díaz González","+54-11-1313-4545","isabeldíazgonzález@gmail.com","2","2025-10-23T17:30:00.000-03:00","2025-10-23T19:23:00.000-03:00","113","CANCELLED","STANDARD","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861435-94","table-17","Laura Sánchez Guerrero","+54-11-7777-8888","laurasánchezguerrero@yahoo.com","7","2025-10-23T20:30:00.000-03:00","2025-10-24T00:20:00.000-03:00","230","CANCELLED","VIP","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861435-95","table-21","Mónica Flores Cabrera","+54-11-7890-1234","mónicaflorescabrera@live.com","5","2025-10-22T11:30:00.000-03:00","2025-10-22T12:49:00.000-03:00","79","CANCELLED","VIP","walkin","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861435-96","table-1","Nicolás Fuentes Morales","+54-11-2345-6789","nicolásfuentesmorales@outlook.com","8","2025-10-19T14:00:00.000-03:00","2025-10-19T16:15:00.000-03:00","135","FINISHED","LARGE_GROUP","web","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861435-97","table-8","Teresa Molina Castro","+54-11-7890-1234","teresamolinacastro@gmail.com","5","2025-10-23T10:00:00.000-03:00","2025-10-23T12:20:00.000-03:00","140","SEATED","VIP","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861435-98","table-13","Beatriz Guerrero Morales","+54-11-9999-0000","beatrizguerreromorales@gmail.com","5","2025-10-19T20:00:00.000-03:00","2025-10-19T22:33:00.000-03:00","153","FINISHED","VIP","web","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861435-99","table-16","Isabel Díaz Reyes","+54-11-1234-5678","isabeldíazreyes@outlook.com","3","2025-10-23T19:00:00.000-03:00","2025-10-23T21:18:00.000-03:00","138","SEATED","LARGE_GROUP","app","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861435-100","table-6","Carmen Pérez Aguilar","+54-11-1234-5678","carmenpérezaguilar@live.com","4","2025-10-19T22:30:00.000-03:00","2025-10-20T01:33:00.000-03:00","183","CANCELLED","LARGE_GROUP","walkin","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861435-102","table-14","Francisco Martín Rojas","+54-11-5555-6666","franciscomartínrojas@yahoo.com","5","2025-10-18T13:30:00.000-03:00","2025-10-18T15:19:00.000-03:00","109","NO_SHOW","STANDARD","web","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861435-103","table-24","José Martínez Molina","+54-11-2345-6789","josémartínezmolina@hotmail.com","5","2025-10-23T12:00:00.000-03:00","2025-10-23T13:01:00.000-03:00","61","PENDING","VIP","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861435-105","table-27","Fernando Ramos Navarro","+54-11-5678-9012","fernandoramosnavarro@gmail.com","6","2025-10-21T12:00:00.000-03:00","2025-10-21T15:20:00.000-03:00","200","CANCELLED","LARGE_GROUP","phone","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861435-106","table-6","Sofia Reyes Vega","+54-11-7777-8888","sofiareyesvega@hotmail.com","4","2025-10-24T15:00:00.000-03:00","2025-10-24T17:27:00.000-03:00","147","CANCELLED","VIP","app","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861435-107","table-20","Daniel Campos Ortega","+54-11-9999-0000","danielcamposortega@yahoo.com","5","2025-10-21T20:30:00.000-03:00","2025-10-21T22:36:00.000-03:00","126","FINISHED","VIP","phone","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
